YY-MM-DD,UNIQUE STORM NAME,STATUS OF SYSTEM,LATITUDE,LONGITUDE,WIND SPEED,PRESSURE,SR,YEAR,MONTH,DATE,DDMM,JULIAN,START DATE,END DATE,DURATION,TYPE,DECADE
18800621,UNNAMED1880172, TS, 26.7N,  86.5W,40,-999,3771,1880,6,21,6/21,172,18800621,18800625,5,Unnamed,1880
18800804,UNNAMED1880216, TS, 16.0N,  59.8W,40,-999,3790,1880,8,4,8/4,216,18800804,18800814,11,Unnamed,1880
18800815,UNNAMED1880227, TS, 14.1N,  58.8W,40,-999,3835,1880,8,15,8/15,227,18800815,18800820,6,Unnamed,1880
18800824,UNNAMED1880236, TS, 24.7N,  57.5W,50,-999,3859,1880,8,24,8/24,236,18800824,18800901,78,Unnamed,1880
18800826,UNNAMED1880238, TS, 19.5N,  42.5W,50,-999,3896,1880,8,26,8/26,238,18800826,18800904,79,Unnamed,1880
18800906,UNNAMED1880249, TS, 23.9N,  88.6W,40,-999,3936,1880,9,6,9/6,249,18800906,18800911,6,Unnamed,1880
18800908,UNNAMED1880251, HU, 32.0N,  73.5W,80,-999,3962,1880,9,8,9/8,251,18800908,18800910,3,Unnamed,1880
18800927,UNNAMED1880270, TS, 23.2N,  43.5W,50,-999,3974,1880,9,27,9/27,270,18800927,18801004,78,Unnamed,1880
18801005,UNNAMED1880278, TS, 18.2N,  85.1W,40,-999,4006,1880,10,5,10/5,278,18801005,18801010,6,Unnamed,1880
18801010,UNNAMED1880283, HU, 23.9N,  65.3W,70,-999,4031,1880,10,10,10/10,283,18801010,18801016,7,Unnamed,1880
18801020,UNNAMED1880293, TS, 27.1N,  75.3W,40,-999,4059,1880,10,20,10/20,293,18801020,18801024,5,Unnamed,1880
18810801,UNNAMED1881213, TS, 23.0N,  85.5W,40,-999,4079,1881,8,1,8/1,213,18810801,18810804,4,Unnamed,1880
18810811,UNNAMED1881223, HU, 16.0N,  31.0W,80,-999,4094,1881,8,11,8/11,223,18810811,18810814,4,Unnamed,1880
18810811,UNNAMED1881223, TS, 25.6N,  88.7W,40,-999,4126,1881,8,11,8/11,223,18810811,18810814,4,Unnamed,1880
18810816,UNNAMED1881228, TS, 20.2N,  87.0W,40,-999,4141,1881,8,16,8/16,228,18810816,18810821,6,Unnamed,1880
18810821,UNNAMED1881233, TS, 17.6N,  57.0W,60,-999,4165,1881,8,21,8/21,233,18810821,18810829,9,Unnamed,1880
18810907,UNNAMED1881250, HU, 23.7N,  69.0W,70,-999,4202,1881,9,7,9/7,250,18810907,18810911,5,Unnamed,1880
18810918,UNNAMED1881261, TS, 35.3N,  68.0W,50,-999,4223,1881,9,18,9/18,261,18810918,18810924,7,Unnamed,1880
18820824,UNNAMED1882236, HU, 37.5N,  52.0W,70,-999,4251,1882,8,24,8/24,236,18820824,18820825,2,Unnamed,1880
18820902,UNNAMED1882245, TS, 19.5N,  67.5W,50,-999,4256,1882,9,2,9/2,245,18820902,18820913,12,Unnamed,1880
18820914,UNNAMED1882257, TD, 26.5N,  91.5W,30,-999,4303,1882,9,14,9/14,257,18820914,18820916,3,Unnamed,1880
18820921,UNNAMED1882264, TS, 28.5N,  76.8W,40,-999,4313,1882,9,21,9/21,264,18820921,18820924,4,Unnamed,1880
18820924,UNNAMED1882267, TS, 30.3N,  76.8W,50,-999,4329,1882,9,24,9/24,267,18820924,18820928,5,Unnamed,1880
18821005,UNNAMED1882278, TS, 14.2N,  81.6W,40,-999,4349,1882,10,5,10/5,278,18821005,18821015,11,Unnamed,1880
18830818,UNNAMED1883230, TS, 19.2N,  48.5W,40,-999,4394,1883,8,18,8/18,230,18830818,18830828,11,Unnamed,1880
18830824,UNNAMED1883236, HU, 22.7N,  58.5W,70,-999,4438,1883,8,24,8/24,236,18830824,18830902,79,Unnamed,1880
18830904,UNNAMED1883247, HU, 14.0N,  57.9W,110,-999,4478,1883,9,4,9/4,247,18830904,18830913,10,Unnamed,1880
18831022,UNNAMED1883295, TS, 27.5N,  77.6W,40,-999,4517,1883,10,22,10/22,295,18831022,18831028,7,Unnamed,1880
18840901,UNNAMED1884244, HU, 38.5N,  62.5W,70,-999,4545,1884,9,1,9/1,244,18840901,18840906,6,Unnamed,1880
18840903,UNNAMED1884246, TS, 11.0N,  41.5W,40,-999,4569,1884,9,3,9/3,246,18840903,18840916,14,Unnamed,1880
18840910,UNNAMED1884253, TS, 28.7N,  79.1W,40,-999,4625,1884,9,10,9/10,253,18840910,18840920,11,Unnamed,1880
18841007,UNNAMED1884280, TS, 16.2N,  76.6W,40,-999,4670,1884,10,7,10/7,280,18841007,18841017,11,Unnamed,1880
18850807,UNNAMED1885219, TS, 24.1N,  58.1W,50,-999,4714,1885,8,7,8/7,219,18850807,18850815,9,Unnamed,1880
18850821,UNNAMED1885233, TS, 21.2N,  67.0W,40,-999,4750,1885,8,21,8/21,233,18850821,18850828,8,Unnamed,1880
18850829,UNNAMED1885241, TS, 25.0N,  93.4W,40,-999,4782,1885,8,29,8/29,241,18850829,18850831,3,Unnamed,1880
18850917,UNNAMED1885260, TS, 21.2N,  95.5W,40,-999,4795,1885,9,17,9/17,260,18850917,18850923,7,Unnamed,1880
18850918,UNNAMED1885261, TS, 15.0N,  53.7W,50,-999,4824,1885,9,18,9/18,261,18850918,18850921,4,Unnamed,1880
18850924,UNNAMED1885267, TS, 26.4N,  87.8W,40,-999,4840,1885,9,24,9/24,267,18850924,18851002,79,Unnamed,1880
18850926,UNNAMED1885269, TS, 24.2N,  55.7W,50,-999,4877,1885,9,26,9/26,269,18850926,18850929,4,Unnamed,1880
18851010,UNNAMED1885283, TS, 23.9N,  83.0W,40,-999,4893,1885,10,10,10/10,283,18851010,18851014,5,Unnamed,1880
18860613,UNNAMED1886164, TS, 23.2N,  95.7W,35,-999,4910,1886,6,13,6/13,164,18860613,18860615,3,Unnamed,1880
18860617,UNNAMED1886168, TS, 19.1N,  84.8W,35,-999,4922,1886,6,17,6/17,168,18860617,18860624,8,Unnamed,1880
18860627,UNNAMED1886178, TS, 18.3N,  79.7W,35,-999,4955,1886,6,27,6/27,178,18860627,18860702,76,Unnamed,1880
18860714,UNNAMED1886195, TS, 18.9N,  82.9W,35,-999,4978,1886,7,14,7/14,195,18860714,18860724,11,Unnamed,1880
18860812,UNNAMED1886224, TS, 10.5N,  58.0W,35,-999,5022,1886,8,12,8/12,224,18860812,18860821,10,Unnamed,1880
18860815,UNNAMED1886227, TS, 14.6N,  54.5W,55,-999,5062,1886,8,15,8/15,227,18860815,18860827,13,Unnamed,1880
18860820,UNNAMED1886232, TS, 31.7N,  71.0W,40,-999,5114,1886,8,20,8/20,232,18860820,18860825,6,Unnamed,1880
18860916,UNNAMED1886259, TS, 21.0N,  65.5W,35,-999,5136,1886,9,16,9/16,259,18860916,18860924,9,Unnamed,1880
18860922,UNNAMED1886265, TS, 22.9N,  66.7W,50,-999,5172,1886,9,22,9/22,265,18860922,18860930,9,Unnamed,1880
18861008,UNNAMED1886281, TS, 19.9N,  82.5W,50,-999,5208,1886,10,8,10/8,281,18861008,18861013,6,Unnamed,1880
18861010,UNNAMED1886283, TS, 29.1N,  60.5W,35,-999,5233,1886,10,10,10/10,283,18861010,18861015,6,Unnamed,1880
18861021,UNNAMED1886294, TS, 17.8N,  73.0W,35,-999,5257,1886,10,21,10/21,294,18861021,18861026,6,Unnamed,1880
18870515,UNNAMED1887135, TS, 29.3N,  63.8W,35,-999,5278,1887,5,15,5/15,135,18870515,18870520,6,Unnamed,1880
18870517,UNNAMED1887137, TS, 15.6N,  76.9W,35,-999,5300,1887,5,17,5/17,137,18870517,18870521,5,Unnamed,1880
18870611,UNNAMED1887162, TD, 20.5N,  84.0W,30,-999,5320,1887,6,11,6/11,162,18870611,18870614,4,Unnamed,1880
18870720,UNNAMED1887201, TS, 12.0N,  57.6W,60,-999,5335,1887,7,20,7/20,201,18870720,18870728,9,Unnamed,1880
18870730,UNNAMED1887211, TS,  9.9N,  50.1W,35,-999,5372,1887,7,30,7/30,211,18870730,18870808,79,Unnamed,1880
18870814,UNNAMED1887226, TS, 17.0N,  59.0W,35,-999,5408,1887,8,14,8/14,226,18870814,18870823,10,Unnamed,1880
18870818,UNNAMED1887230, TS, 18.0N,  60.0W,35,-999,5446,1887,8,18,8/18,230,18870818,18870827,10,Unnamed,1880
18870901,UNNAMED1887244, TS, 28.1N,  53.7W,35,-999,5485,1887,9,1,9/1,244,18870901,18870906,6,Unnamed,1880
18870911,UNNAMED1887254, TS, 13.3N,  57.0W,35,-999,5508,1887,9,11,9/11,254,18870911,18870922,12,Unnamed,1880
18870914,UNNAMED1887257, TS, 23.0N,  53.7W,35,-999,5555,1887,9,14,9/14,257,18870914,18870918,5,Unnamed,1880
18871006,UNNAMED1887279, TS, 19.7N,  84.7W,35,-999,5572,1887,10,6,10/6,279,18871006,18871009,4,Unnamed,1880
18871008,UNNAMED1887281, TS, 21.0N,  74.1W,50,-999,5583,1887,10,8,10/8,281,18871008,18871009,2,Unnamed,1880
18871009,UNNAMED1887282, TS, 19.1N,  59.7W,35,-999,5591,1887,10,9,10/9,282,18871009,18871022,14,Unnamed,1880
18871010,UNNAMED1887283, TS, 28.2N,  39.0W,35,-999,5644,1887,10,10,10/10,283,18871010,18871012,3,Unnamed,1880
18871015,UNNAMED1887288, HU, 14.0N,  48.0W,70,-999,5655,1887,10,15,10/15,288,18871015,18871019,5,Unnamed,1880
18871029,UNNAMED1887302, TS, 26.5N,  86.0W,35,-999,5673,1887,10,29,10/29,302,18871029,18871106,78,Unnamed,1880
18871127,UNNAMED1887331, TS, 22.1N,  67.0W,35,-999,5708,1887,11,27,11/27,331,18871127,18871204,78,Unnamed,1880
18871204,UNNAMED1887338, TS, 19.2N,  54.1W,35,-999,5738,1887,12,4,12/4,338,18871204,18871210,7,Unnamed,1880
18871207,UNNAMED1887341, TS, 12.5N,  58.5W,35,-999,5764,1887,12,7,12/7,341,18871207,18871212,6,Unnamed,1880
18880616,UNNAMED1888167, TS, 27.5N,  93.2W,35,-999,5787,1888,6,16,6/16,167,18880616,18880618,3,Unnamed,1880
18880704,UNNAMED1888185, TS, 26.0N,  94.4W,35,-999,5799,1888,7,4,7/4,185,18880704,18880706,3,Unnamed,1880
18880814,UNNAMED1888226, TS, 23.0N,  71.0W,35,-999,5809,1888,8,14,8/14,226,18880814,18880824,11,Unnamed,1880
18880831,UNNAMED1888243, TS, 19.3N,  60.3W,60,-999,5853,1888,8,31,8/31,243,18880831,18880908,78,Unnamed,1880
18880906,UNNAMED1888249, TS, 23.5N,  71.7W,35,-999,5887,1888,9,6,9/6,249,18880906,18880913,8,Unnamed,1880
18880923,UNNAMED1888266, TS, 24.3N,  81.0W,35,-999,5915,1888,9,23,9/23,266,18880923,18880927,5,Unnamed,1880
18881008,UNNAMED1888281, TS, 21.7N,  93.4W,35,-999,5933,1888,10,8,10/8,281,18881008,18881012,5,Unnamed,1880
18881101,UNNAMED1888305, TS, 12.3N,  59.9W,35,-999,5953,1888,11,1,11/1,305,18881101,18881108,8,Unnamed,1880
18881117,UNNAMED1888321, TS, 23.2N,  56.0W,50,-999,5984,1888,11,17,11/17,321,18881117,18881202,86,Unnamed,1880
18890516,UNNAMED1889136, TS, 21.5N,  64.1W,35,-999,6048,1889,5,16,5/16,136,18890516,18890522,7,Unnamed,1880
18890615,UNNAMED1889166, TS, 19.8N,  83.7W,35,-999,6072,1889,6,15,6/15,166,18890615,18890620,6,Unnamed,1880
18890819,UNNAMED1889231, TS, 16.8N,  69.2W,35,-999,6097,1889,8,19,8/19,231,18890819,18890828,10,Unnamed,1880
18890901,UNNAMED1889244, TS, 11.9N,  55.0W,35,-999,6136,1889,9,1,9/1,244,18890901,18890912,12,Unnamed,1880
18890902,UNNAMED1889245, TS, 15.9N,  42.9W,35,-999,6184,1889,9,2,9/2,245,18890902,18890911,10,Unnamed,1880
18890912,UNNAMED1889255, TS, 15.7N,  59.5W,35,-999,6224,1889,9,12,9/12,255,18890912,18890919,8,Unnamed,1880
18890912,UNNAMED1889255, TS, 15.2N,  25.7W,35,-999,6285,1889,9,12,9/12,255,18890912,18890919,8,Unnamed,1880
18890929,UNNAMED1889272, TS, 11.3N,  52.0W,35,-999,6316,1889,9,29,9/29,272,18890929,18891006,78,Unnamed,1880
18891005,UNNAMED1889278, TD, 20.0N,  82.5W,30,-999,6345,1889,10,5,10/5,278,18891005,18891011,7,Unnamed,1880
18900527,UNNAMED1890147, TD, 20.5N,  83.0W,30,-999,6372,1890,5,27,5/27,147,18900527,18900529,3,Unnamed,1890
18900818,UNNAMED1890230, TS, 14.0N,  62.0W,35,-999,6382,1890,8,18,8/18,230,18900818,18900828,11,Unnamed,1890
18900826,UNNAMED1890238, HU, 16.6N,  54.3W,85,-999,6423,1890,8,26,8/26,238,18900826,18900903,78,Unnamed,1890
18901031,UNNAMED1890304, HU, 14.3N,  80.3W,80,-999,6456,1890,10,31,10/31,304,18901031,18901101,71,Unnamed,1890
18910703,UNNAMED1891184, TS, 21.7N,  93.0W,35,-999,6462,1891,7,3,7/3,184,18910703,18910708,6,Unnamed,1890
18910817,UNNAMED1891229, TS, 13.3N,  24.4W,35,-999,6484,1891,8,17,8/17,229,18910817,18910829,13,Unnamed,1890
18910818,UNNAMED1891230, HU, 13.3N,  58.0W,90,-999,6535,1891,8,18,8/18,230,18910818,18910825,8,Unnamed,1890
18910902,UNNAMED1891245, TS, 19.3N,  58.2W,35,-999,6566,1891,9,2,9/2,245,18910902,18910910,9,Unnamed,1890
18910916,UNNAMED1891259, TS, 19.3N,  46.5W,35,-999,6600,1891,9,16,9/16,259,18910916,18910926,11,Unnamed,1890
18910929,UNNAMED1891272, TS, 20.7N,  54.6W,35,-999,6644,1891,9,29,9/29,272,18910929,18911008,80,Unnamed,1890
18911004,UNNAMED1891277, TS, 15.0N,  79.0W,35,-999,6683,1891,10,4,10/4,277,18911004,18911010,7,Unnamed,1890
18911007,UNNAMED1891280, TD, 18.0N,  85.0W,30,-999,6708,1891,10,7,10/7,280,18911007,18911016,10,Unnamed,1890
18911012,UNNAMED1891285, TS, 12.5N,  61.3W,35,-999,6743,1891,10,12,10/12,285,18911012,18911020,9,Unnamed,1890
18911103,UNNAMED1891307, TS, 24.1N,  73.8W,35,-999,6777,1891,11,3,11/3,307,18911103,18911106,4,Unnamed,1890
18920609,UNNAMED1892160, TS, 20.8N,  83.1W,35,-999,6790,1892,6,9,6/9,160,18920609,18920616,8,Unnamed,1890
18920815,UNNAMED1892227, TS, 18.0N,  54.5W,35,-999,6823,1892,8,15,8/15,227,18920815,18920824,10,Unnamed,1890
18920903,UNNAMED1892246, TS, 11.5N,  33.0W,35,-999,6863,1892,9,3,9/3,246,18920903,18920917,15,Unnamed,1890
18920908,UNNAMED1892251, TS, 22.0N,  92.8W,35,-999,6921,1892,9,8,9/8,251,18920908,18920917,10,Unnamed,1890
18920912,UNNAMED1892255, TS, 15.3N,  19.5W,35,-999,6958,1892,9,12,9/12,255,18920912,18920923,12,Unnamed,1890
18920925,UNNAMED1892268, TS, 19.5N,  92.2W,35,-999,7006,1892,9,25,9/25,268,18920925,18920927,3,Unnamed,1890
18921005,UNNAMED1892278, TS, 11.5N,  56.2W,35,-999,7017,1892,10,5,10/5,278,18921005,18921016,12,Unnamed,1890
18921013,UNNAMED1892286, TS, 26.0N,  71.2W,40,-999,7062,1892,10,13,10/13,286,18921013,18921020,8,Unnamed,1890
18921021,UNNAMED1892294, TS, 23.0N,  92.6W,35,-999,7092,1892,10,21,10/21,294,18921021,18921029,9,Unnamed,1890
18930612,UNNAMED1893163, TS, 20.5N,  95.2W,35,-999,7127,1893,6,12,6/12,163,18930612,18930620,9,Unnamed,1890
18930704,UNNAMED1893185, TS, 11.1N,  79.2W,35,-999,7163,1893,7,4,7/4,185,18930704,18930707,4,Unnamed,1890
18930813,UNNAMED1893225, TS,  9.6N,  50.5W,35,-999,7177,1893,8,13,8/13,225,18930813,18930825,13,Unnamed,1890
18930815,UNNAMED1893227, TS, 14.0N,  36.5W,35,-999,7227,1893,8,15,8/15,227,18930815,18930902,88,Unnamed,1890
18930815,UNNAMED1893227, TS, 32.2N,  60.4W,35,-999,7274,1893,8,15,8/15,227,18930815,18930902,88,Unnamed,1890
18930815,UNNAMED1893227, TS, 18.1N,  20.2W,40,-999,7290,1893,8,15,8/15,227,18930815,18930902,88,Unnamed,1890
18930820,UNNAMED1893232, TS, 11.8N,  27.2W,35,-999,7365,1893,8,20,8/20,232,18930820,18930829,10,Unnamed,1890
18930904,UNNAMED1893247, TS, 18.4N,  85.3W,35,-999,7404,1893,9,4,9/4,247,18930904,18930909,6,Unnamed,1890
18930925,UNNAMED1893268, TS, 11.6N,  25.0W,35,-999,7428,1893,9,25,9/25,268,18930925,18931015,91,Unnamed,1890
18930927,UNNAMED1893270, TS, 16.4N,  81.7W,35,-999,7512,1893,9,27,9/27,270,18930927,18931005,79,Unnamed,1890
18931020,UNNAMED1893293, TD, 18.0N,  82.0W,30,-999,7547,1893,10,20,10/20,293,18931020,18931023,4,Unnamed,1890
18931105,UNNAMED1893309, TS, 26.7N,  70.8W,35,-999,7563,1893,11,5,11/5,309,18931105,18931112,8,Unnamed,1890
18940606,UNNAMED1894157, TS, 19.0N,  77.4W,35,-999,7595,1894,6,6,6/6,157,18940606,18940609,4,Unnamed,1890
18940805,UNNAMED1894217, TS, 26.4N,  89.3W,35,-999,7611,1894,8,5,8/5,217,18940805,18940809,5,Unnamed,1890
18940830,UNNAMED1894242, TS, 13.2N,  34.8W,35,-999,7630,1894,8,30,8/30,242,18940830,18940909,80,Unnamed,1890
18940918,UNNAMED1894261, TS, 13.4N,  50.5W,35,-999,7674,1894,9,18,9/18,261,18940918,18941001,84,Unnamed,1890
18941001,UNNAMED1894274, TS, 12.5N,  79.1W,35,-999,7731,1894,10,1,10/1,274,18941001,18941012,12,Unnamed,1890
18941011,UNNAMED1894284, TS, 10.8N,  57.7W,35,-999,7780,1894,10,11,10/11,284,18941011,18941020,10,Unnamed,1890
18941021,UNNAMED1894294, TS, 21.0N,  60.3W,35,-999,7820,1894,10,21,10/21,294,18941021,18941031,11,Unnamed,1890
18950814,UNNAMED1895226, TS, 27.2N,  91.3W,35,-999,7862,1895,8,14,8/14,226,18950814,18950817,4,Unnamed,1890
18950822,UNNAMED1895234, TS, 13.4N,  58.3W,35,-999,7879,1895,8,22,8/22,234,18950822,18950830,9,Unnamed,1890
18950928,UNNAMED1895271, TS, 19.3N,  86.0W,35,-999,7915,1895,9,28,9/28,271,18950928,18951007,80,Unnamed,1890
18951002,UNNAMED1895275, TS, 17.4N,  82.9W,35,-999,7954,1895,10,2,10/2,275,18951002,18951007,6,Unnamed,1890
18951012,UNNAMED1895285, TS, 12.0N,  44.8W,35,-999,7978,1895,10,12,10/12,285,18951012,18951026,15,Unnamed,1890
18951013,UNNAMED1895286, TS, 19.4N,  93.7W,35,-999,8037,1895,10,13,10/13,286,18951013,18951017,5,Unnamed,1890
18960704,UNNAMED1896185, TS, 20.9N,  81.1W,35,-999,8054,1896,7,4,7/4,185,18960704,18960712,9,Unnamed,1890
18960830,UNNAMED1896242, TS, 14.0N,  59.6W,35,-999,8088,1896,8,30,8/30,242,18960830,18960911,82,Unnamed,1890
18960918,UNNAMED1896261, TS, 17.1N,  55.1W,35,-999,8140,1896,9,18,9/18,261,18960918,18960928,11,Unnamed,1890
18960922,UNNAMED1896265, TS, 16.7N,  61.8W,35,-999,8183,1896,9,22,9/22,265,18960922,18960930,9,Unnamed,1890
18961007,UNNAMED1896280, TS, 22.5N,  91.2W,35,-999,8218,1896,10,7,10/7,280,18961007,18961016,10,Unnamed,1890
18961026,UNNAMED1896299, TS,  8.7N,  44.2W,35,-999,8258,1896,10,26,10/26,299,18961026,18961109,84,Unnamed,1890
18961127,UNNAMED1896331, TS, 10.9N,  61.1W,35,-999,8317,1896,11,27,11/27,331,18961127,18961129,3,Unnamed,1890
18970831,UNNAMED1897243, TS, 14.0N,  24.0W,35,-999,8329,1897,8,31,8/31,243,18970831,18970910,80,Unnamed,1890
18970910,UNNAMED1897253, TS, 23.7N,  80.0W,50,-999,8372,1897,9,10,9/10,253,18970910,18970913,4,Unnamed,1890
18970920,UNNAMED1897263, TS, 24.3N,  83.8W,40,-999,8388,1897,9,20,9/20,263,18970920,18970925,6,Unnamed,1890
18970925,UNNAMED1897268, TS, 19.6N,  82.9W,35,-999,8413,1897,9,25,9/25,268,18970925,18970929,5,Unnamed,1890
18971009,UNNAMED1897282, TS, 12.4N,  61.7W,40,-999,8433,1897,10,9,10/9,282,18971009,18971022,14,Unnamed,1890
18971023,UNNAMED1897296, TS, 24.5N,  77.3W,50,-999,8487,1897,10,23,10/23,296,18971023,18971031,9,Unnamed,1890
18980802,UNNAMED1898214, TS, 26.8N,  79.2W,35,-999,8523,1898,8,2,8/2,214,18980802,18980803,2,Unnamed,1890
18980830,UNNAMED1898242, TS, 29.3N,  79.1W,35,-999,8533,1898,8,30,8/30,242,18980830,18980901,72,Unnamed,1890
18980903,UNNAMED1898246, HU, 40.8N,  42.1W,70,-999,8545,1898,9,3,9/3,246,18980903,18980906,4,Unnamed,1890
18980905,UNNAMED1898248, TS, 11.2N,  26.9W,35,-999,8557,1898,9,5,9/5,248,18980905,18980920,16,Unnamed,1890
18980912,UNNAMED1898255, TS, 12.9N,  79.1W,50,-999,8618,1898,9,12,9/12,255,18980912,18980922,11,Unnamed,1890
18980920,UNNAMED1898263, TS, 11.0N,  79.8W,50,-999,8661,1898,9,20,9/20,263,18980920,18980928,9,Unnamed,1890
18980925,UNNAMED1898268, TS, 16.2N,  58.3W,35,-999,8696,1898,9,25,9/25,268,18980925,18980928,4,Unnamed,1890
18980925,UNNAMED1898268, TD, 20.5N,  84.5W,30,-999,8745,1898,9,25,9/25,268,18980925,18980928,4,Unnamed,1890
18981002,UNNAMED1898275, TS, 11.4N,  57.7W,50,-999,8758,1898,10,2,10/2,275,18981002,18981014,13,Unnamed,1890
18981021,UNNAMED1898294, TS, 18.5N,  85.8W,35,-999,8809,1898,10,21,10/21,294,18981021,18981023,3,Unnamed,1890
18981027,UNNAMED1898300, TS, 17.9N,  61.2W,50,-999,8821,1898,10,27,10/27,300,18981027,18981104,78,Unnamed,1890
18990626,UNNAMED1899177, TS, 27.5N,  93.0W,35,-999,8856,1899,6,26,6/26,177,18990626,18990627,2,Unnamed,1890
18990728,UNNAMED1899209, HU, 17.0N,  69.5W,70,-999,8863,1899,7,28,7/28,209,18990728,18990802,75,Unnamed,1890
18990803,UNNAMED1899215, TS, 11.7N,  31.0W,35,-999,8887,1899,8,3,8/3,215,18990803,18990904,102,Unnamed,1890
18990829,UNNAMED1899241, TS, 16.8N,  57.3W,60,-999,9020,1899,8,29,8/29,241,18990829,18990908,80,Unnamed,1890
18990903,UNNAMED1899246, TS, 13.2N,  38.4W,35,-999,9063,1899,9,3,9/3,246,18990903,18990915,13,Unnamed,1890
18991002,UNNAMED1899275, TS, 20.0N,  84.1W,35,-999,9115,1899,10,2,10/2,275,18991002,18991008,7,Unnamed,1890
18991010,UNNAMED1899283, TS, 10.0N,  35.0W,40,-999,9141,1899,10,10,10/10,283,18991010,18991014,5,Unnamed,1890
18991015,UNNAMED1899288, TD, 25.5N,  77.5W,30,-999,9158,1899,10,15,10/15,288,18991015,18991018,4,Unnamed,1890
18991026,UNNAMED1899299, TS, 16.2N,  78.8W,35,-999,9172,1899,10,26,10/26,299,18991026,18991104,79,Unnamed,1890
18991107,UNNAMED1899311, TS, 11.7N,  78.3W,35,-999,9213,1899,11,7,11/7,311,18991107,18991110,4,Unnamed,1890
19000827,UNNAMED1900239, TS, 15.0N,  42.1W,35,-999,9229,1900,8,27,8/27,239,19000827,19000915,89,Unnamed,1900
19000907,UNNAMED1900250, TS, 14.5N,  28.0W,35,-999,9310,1900,9,7,9/7,250,19000907,19000919,13,Unnamed,1900
19000908,UNNAMED1900251, TS, 10.0N,  18.5W,40,-999,9360,1900,9,8,9/8,251,19000908,19000923,16,Unnamed,1900
19000911,UNNAMED1900254, TS, 20.0N,  85.2W,35,-999,9422,1900,9,11,9/11,254,19000911,19000915,5,Unnamed,1900
19001004,UNNAMED1900277, TD, 21.2N,  61.3W,30,-999,9443,1900,10,4,10/4,277,19001004,19001014,11,Unnamed,1900
19001010,UNNAMED1900283, TS, 21.0N,  91.4W,35,-999,9485,1900,10,10,10/10,283,19001010,19001015,6,Unnamed,1900
19001024,UNNAMED1900297, TD, 15.0N,  64.5W,30,-999,9509,1900,10,24,10/24,297,19001024,19001029,6,Unnamed,1900
19010611,UNNAMED1901162, TD, 19.3N,  82.3W,25,-999,9533,1901,6,11,6/11,162,19010611,19010615,5,Unnamed,1900
19010701,UNNAMED1901182, TS,  9.0N,  54.0W,35,-999,9554,1901,7,1,7/1,182,19010701,19010710,10,Unnamed,1900
19010704,UNNAMED1901185, TD,  9.5N,  55.5W,30,-999,9593,1901,7,4,7/4,185,19010704,19010713,10,Unnamed,1900
19010802,UNNAMED1901214, TD, 32.6N,  38.4W,25,-999,9635,1901,8,2,8/2,214,19010802,19010818,17,Unnamed,1900
19010818,UNNAMED1901230, TD, 11.5N,  53.0W,30,-999,9706,1901,8,18,8/18,230,19010818,19010822,5,Unnamed,1900
19010825,UNNAMED1901237, TS, 16.0N,  22.0W,35,-999,9724,1901,8,25,8/25,237,19010825,19010830,6,Unnamed,1900
19010829,UNNAMED1901241, TD, 13.6N,  22.4W,30,-999,9746,1901,8,29,8/29,241,19010829,19010911,83,Unnamed,1900
19010909,UNNAMED1901252, TS, 17.6N,  50.7W,35,-999,9801,1901,9,9,9/9,252,19010909,19010919,11,Unnamed,1900
19010912,UNNAMED1901255, TS, 11.1N,  28.1W,35,-999,9845,1901,9,12,9/12,255,19010912,19010917,6,Unnamed,1900
19010921,UNNAMED1901264, TS, 13.7N,  73.0W,35,-999,9869,1901,9,21,9/21,264,19010921,19011002,82,Unnamed,1900
19011005,UNNAMED1901278, TS, 12.0N,  51.5W,35,-999,9917,1901,10,5,10/5,278,19011005,19011014,10,Unnamed,1900
19011015,UNNAMED1901288, TD, 21.0N,  80.0W,30,-999,9956,1901,10,15,10/15,288,19011015,19011018,4,Unnamed,1900
19011030,UNNAMED1901303, TD, 19.3N,  67.3W,30,-999,9972,1901,10,30,10/30,303,19011030,19011106,77,Unnamed,1900
19020612,UNNAMED1902163, TD, 17.7N,  84.0W,30,-999,10002,1902,6,12,6/12,163,19020612,19020617,6,Unnamed,1900
19020621,UNNAMED1902172, TD, 17.2N,  92.1W,25,-999,10025,1902,6,21,6/21,172,19020621,19020629,9,Unnamed,1900
19020916,UNNAMED1902259, TS,  7.7N,  30.8W,35,-999,10062,1902,9,16,9/16,259,19020916,19020925,10,Unnamed,1900
19021003,UNNAMED1902276, TD, 14.0N,  93.8W,30,-999,10101,1902,10,3,10/3,276,19021003,19021013,11,Unnamed,1900
19021101,UNNAMED1902305, TD, 20.0N,  67.3W,30,-999,10145,1902,11,1,11/1,305,19021101,19021106,6,Unnamed,1900
19030721,UNNAMED1903202, TS, 20.0N,  67.8W,35,-999,10169,1903,7,21,7/21,202,19030721,19030726,6,Unnamed,1900
19030806,UNNAMED1903218, TS, 11.8N,  42.3W,50,-999,10193,1903,8,6,8/6,218,19030806,19030816,11,Unnamed,1900
19030909,UNNAMED1903252, TS, 21.4N,  72.4W,50,-999,10236,1903,9,9,9/9,252,19030909,19030916,8,Unnamed,1900
19030912,UNNAMED1903255, TS, 22.5N,  55.6W,60,-999,10269,1903,9,12,9/12,255,19030912,19030917,6,Unnamed,1900
19030919,UNNAMED1903262, TD, 20.8N,  71.6W,30,-999,10294,1903,9,19,9/19,262,19030919,19030926,8,Unnamed,1900
